" TAXYEAR","TAXDISTRICT","TAXINGAUTHORITY"
"2025","8586","1758"
"2025","3027","0305"
"2025","5298","0213"
"2025","4405","0408"
"2025","4430","1395"
"2025","6054","0213"
"2025","6217","0700"
"2025","6367","1201"
"2025","4009","0204"
"2025","4526","0100"
"2025","5406","0305"
"2025","6197","0301"
"2025","1324","1050"
"2025","5588","0100"
"2025","5965","0206"
"2025","6432","1206"
"2025","0417","0411"
"2025","0881","0506"
"2025","4323","0405"
"2025","4656","0516"
"2025","2098","0302"
"2025","0307","0309"
"2025","4840","0311"
"2025","4623","0301"
"2025","4804","0100"
"2025","4987","1202"
"2025","6967","1202"
"2025","5557","0962"
"2025","6937","1845"
"2025","2959","0301"
"2025","3807","0205"
"2025","4964","0301"
"2025","6018","0301"
"2025","2245","0302"
"2025","4379","0301"
"2025","2358","0433"
"2025","4372","0306"
"2025","6870","0214"
"2025","6963","1202"
"2025","4320","1200"
"2025","4500","0513"
"2025","4535","0213"
"2025","5377","0949"
"2025","6186","0420"
"2025","6923","0700"
"2025","2258","1050"
"2025","4403","0100"
"2025","4471","0201"
"2025","5948","1206"
"2025","6390","1353"
"2025","2622","0100"
"2025","5663","0506"
"2025","5589","0301"
"2025","4453","0100"
"2025","6728","0303"
"2025","2883","0302"
"2025","6589","0700"
"2025","4045","0301"
"2025","4858","0213"
"2025","6538","0100"
"2025","6607","0205"
"2025","3995","1050"
"2025","0575","1050"
"2025","5693","1611"
"2025","6753","0302"
"2025","3911","1050"
"2025","4126","1050"
"2025","3815","0100"
"2025","3867","0100"
"2025","5075","1200"
"2025","1309","0213"
"2025","2235","0700"
"2025","3667","0419"
"2025","4074","1360"
"2025","4101","0513"
"2025","5660","0213"
"2025","5778","0529"
"2025","6903","1050"
"2025","4473","1201"
"2025","6707","1206"
"2025","8596","0405"
"2025","2893","0511"
"2025","3714","0700"
"2025","0651","0405"
"2025","2369","1050"
"2025","2659","0512"
"2025","2830","1050"
"2025","2916","0515"
"2025","4622","0301"
"2025","6802","0301"
"2025","5535","0620"
"2025","6008","1300"
"2025","6849","1209"
"2025","2601","0408"
"2025","4270","0301"
"2025","4855","0100"
"2025","0015","0305"
"2025","0619","0302"
"2025","3393","0204"
"2025","4243","0208"
"2025","6866","1202"
"2025","2242","0309"
"2025","2264","0301"
"2025","5238","1051"
"2025","3086","0434"
"2025","3886","0304"
"2025","5817","0510"
"2025","6547","1051"
"2025","4873","0874"
"2025","6586","0301"
"2025","0816","0900"
"2025","4937","1497"
"2025","6441","0414"
"2025","0703","0100"
"2025","3322","0502"
"2025","6590","0204"
"2025","5197","0506"
"2025","6564","0213"
"2025","2659","0100"
"2025","2766","0301"
"2025","3159","0100"
"2025","9999","0805"
"2025","0043","0301"
"2025","6053","1202"
"2025","6250","0700"
"2025","6592","0204"
"2025","9999","0835"
"2025","0102","0302"
"2025","4758","0507"
"2025","5962","0206"
"2025","6003","0213"
"2025","4022","0531"
"2025","4428","1369"
"2025","5666","0521"
"2025","6362","0700"
"2025","6588","1765"
"2025","2570","0205"
"2025","4019","1050"
"2025","4043","0620"
"2025","5309","1051"
"2025","6432","0510"
"2025","0730","0302"
"2025","4240","0301"
"2025","2602","1204"
"2025","3519","0301"
"2025","3674","0100"
"2025","5625","1051"
"2025","6005","1301"
"2025","2854","0100"
"2025","5353","0306"
"2025","5594","0700"
"2025","6443","0100"
"2025","3269","1050"
"2025","4599","1473"
"2025","5077","1200"
"2025","5098","0100"
"2025","6226","0407"
"2025","6968","0213"
"2025","3992","1200"
"2025","4778","1050"
"2025","6441","0700"
"2025","6782","0306"
"2025","1366","0213"
"2025","3261","0301"
"2025","2403","1050"
"2025","3355","1050"
"2025","4117","0421"
"2025","5212","0301"
"2025","0019","0301"
"2025","2206","0700"
"2025","4196","1204"
"2025","3930","1200"
"2025","5820","0100"
"2025","0124","0100"
"2025","3737","0100"
"2025","4096","1050"
"2025","4605","0405"
"2025","5771","1200"
"2025","6282","0301"
"2025","2688","0213"
"2025","3856","0700"
"2025","4075","0205"
"2025","4101","1419"
"2025","4137","0301"
"2025","4685","0213"
"2025","6298","0204"
"2025","6632","0402"
"2025","0716","0305"
"2025","3115","0208"
"2025","5343","0620"
"2025","5773","0100"
"2025","6977","0302"
"2025","1358","1050"
"2025","2418","0700"
"2025","4240","0408"
"2025","6540","1209"
"2025","0066","0100"
"2025","2851","0309"
"2025","3041","0700"
"2025","3808","0512"
"2025","4206","1202"
"2025","5582","0965"
"2025","6200","1050"
"2025","6772","0213"
"2025","4720","1050"
"2025","4599","0100"
"2025","5918","1050"
"2025","6758","1713"
"2025","0138","0201"
"2025","0555","0510"
"2025","0682","0305"
"2025","3502","0620"
"2025","4057","0428"
"2025","4824","0213"
"2025","0101","0100"
"2025","6033","0512"
"2025","6334","0404"
"2025","0310","0100"
"2025","2731","1050"
"2025","2822","0309"
"2025","4449","0508"
"2025","0115","0700"
"2025","0194","0511"
"2025","2908","0302"
"2025","4916","1360"
"2025","5819","1360"
"2025","6335","0900"
"2025","2426","0304"
"2025","2733","0700"
"2025","2778","0301"
"2025","3193","0213"
"2025","4154","0528"
"2025","2402","0301"
"2025","3560","0507"
"2025","5439","1050"
"2025","5433","0962"
"2025","3119","0513"
"2025","4528","0503"
"2025","6597","0511"
"2025","4086","1360"
"2025","5062","1200"
"2025","3379","0301"
"2025","3450","0406"
"2025","5672","0427"
"2025","6773","0516"
"2025","6764","0205"
"2025","6076","1338"
"2025","6639","1202"
"2025","5011","0700"
"2025","5798","0205"
"2025","0165","0305"
"2025","3865","0100"
"2025","4707","0303"
"2025","5400","0413"
"2025","5606","0209"
"2025","6547","0204"
"2025","6823","1202"
"2025","2931","0413"
"2025","2375","0301"
"2025","4397","0513"
"2025","5114","0413"
"2025","6566","0213"
"2025","6955","1845"
"2025","2811","0100"
"2025","0400","0100"
"2025","6402","0501"
"2025","1372","1050"
"2025","2607","0532"
"2025","3794","0303"
"2025","6761","0700"
"2025","2300","0100"
"2025","4305","0413"
"2025","4938","0620"
"2025","0548","0306"
"2025","5625","0204"
"2025","3698","0421"
"2025","0824","0100"
"2025","2280","0208"
"2025","6961","0100"
"2025","6582","0100"
"2025","4724","1050"
"2025","5608","1200"
"2025","2111","1050"
"2025","4060","0513"
"2025","4164","0534"
"2025","5217","0402"
"2025","2508","0900"
"2025","6747","0415"
"2025","2906","0506"
"2025","4258","0100"
"2025","0738","1050"
"2025","5042","0100"
"2025","6475","0510"
"2025","6726","0620"
"2025","0117","0201"
"2025","0599","0301"
"2025","2287","0700"
"2025","3196","0900"
"2025","3528","0900"
"2025","3621","0620"
"2025","6441","1206"
"2025","5096","0427"
"2025","1310","1050"
"2025","3589","0311"
"2025","6746","0203"
"2025","2611","0510"
"2025","4056","0700"
"2025","6198","0208"
"2025","3625","0700"
"2025","0247","1200"
"2025","2862","1200"
"2025","4262","1050"
"2025","4810","0100"
"2025","5075","0204"
"2025","5419","1050"
"2025","6652","1206"
"2025","2431","1207"
"2025","4038","0507"
"2025","5543","0700"
"2025","6142","1464"
"2025","1466","1050"
"2025","3801","1050"
"2025","3250","0100"
"2025","4570","1201"
"2025","5078","1524"
"2025","3251","0513"
"2025","3722","1208"
"2025","4693","0406"
"2025","4182","0203"
"2025","1335","0213"
"2025","4282","0301"
"2025","4556","0301"
"2025","5075","1051"
"2025","6373","0518"
"2025","5939","1050"
"2025","0432","0513"
"2025","3462","0301"
"2025","5559","1358"
"2025","6532","0521"
"2025","6579","0303"
"2025","6988","0202"
"2025","3848","0100"
"2025","5862","1050"
"2025","6433","1459"
"2025","6611","1050"
"2025","6796","0301"
"2025","2751","0100"
"2025","5041","0304"
"2025","5455","1050"
"2025","2420","1206"
"2025","5514","0620"
"2025","5995","1644"
"2025","3312","0900"
"2025","3585","0408"
"2025","4324","1050"
"2025","6795","0700"
"2025","1465","0213"
"2025","4714","0309"
"2025","4860","0100"
"2025","6149","1050"
"2025","4646","0512"
"2025","4739","0207"
"2025","6602","1200"
"2025","4652","0312"
"2025","5697","0406"
"2025","6349","0700"
"2025","2716","0419"
"2025","4143","0208"
"2025","6410","0309"
"2025","4141","0900"
"2025","5545","0521"
"2025","2999","0700"
"2025","3617","0301"
"2025","4388","0700"
"2025","4991","0301"
"2025","6223","0208"
"2025","6527","0521"
"2025","6857","1802"
"2025","5943","1373"
"2025","2257","0301"
"2025","6487","0301"
"2025","1450","0620"
"2025","3889","0403"
"2025","5934","0301"
"2025","6911","0100"
"2025","0457","0428"
"2025","3839","0434"
"2025","4119","0700"
"2025","4213","0700"
"2025","5410","0303"
"2025","4743","0406"
"2025","0623","0100"
"2025","2286","1202"
"2025","4001","0700"
"2025","4613","1050"
"2025","5979","0206"
"2025","0023","0512"
"2025","2415","1051"
"2025","4454","1202"
"2025","4608","0100"
"2025","5717","0301"
"2025","0056","0900"
"2025","1458","0213"
"2025","2794","0421"
"2025","5783","0100"
"2025","5298","0406"
"2025","5979","1200"
"2025","6996","0404"
"2025","2603","0507"
"2025","4196","0213"
"2025","5539","0100"
"2025","6072","0620"
"2025","3882","0202"
"2025","4409","1360"
"2025","5650","1050"
"2025","5729","0100"
"2025","3279","0901"
"2025","5210","0301"
"2025","5578","0208"
"2025","4647","1050"
"2025","5038","0508"
"2025","3894","0100"
"2025","4711","0312"
"2025","5264","1435"
"2025","2420","0304"
"2025","2699","0512"
"2025","6119","1350"
"2025","3393","0428"
"2025","4575","0304"
"2025","0255","0304"
"2025","5534","0507"
"2025","5746","0100"
"2025","5929","0301"
"2025","6453","1724"
"2025","2425","0700"
"2025","4118","0408"
"2025","5657","1202"
"2025","4410","0302"
"2025","5037","1050"
"2025","5341","0620"
"2025","0917","0209"
"2025","4938","0100"
"2025","5000","1514"
"2025","4109","1050"
"2025","6415","1201"
"2025","3188","0311"
"2025","3829","0208"
"2025","5573","0512"
"2025","3354","0512"
"2025","5113","0100"
"2025","5336","1050"
"2025","2456","0301"
"2025","6842","0981"
"2025","5350","0100"
"2025","6558","0311"
"2025","6997","1360"
"2025","4316","0534"
"2025","6554","1485"
"2025","3697","0205"
"2025","6150","0208"
"2025","2117","0301"
"2025","6824","0512"
"2025","0165","0309"
"2025","6103","0301"
"2025","6820","1820"
"2025","0627","0302"
"2025","6369","0700"
"2025","6531","0512"
"2025","6620","0204"
"2025","6015","1201"
"2025","5600","1338"
"2025","2497","1209"
"2025","4555","0301"
"2025","6177","1672"
"2025","6396","0302"
"2025","0412","1051"
"2025","1318","0303"
"2025","5537","0301"
"2025","6622","0521"
"2025","6872","0620"
"2025","6814","0301"
"2025","6889","0213"
"2025","5685","1360"
"2025","6030","0213"
"2025","6171","0301"
"2025","0534","0510"
"2025","6707","0700"
"2025","0443","0301"
"2025","3280","0516"
"2025","3451","0301"
"2025","5625","1200"
"2025","5628","1599"
"2025","6948","0413"
"2025","2224","1201"
"2025","6489","1200"
"2025","2341","0213"
"2025","4058","0512"
"2025","6212","0700"
"2025","0506","0700"
"2025","3972","0301"
"2025","4104","0309"
"2025","4646","0900"
"2025","5426","0100"
"2025","0878","0208"
"2025","3955","0622"
"2025","4505","0406"
"2025","5334","0306"
"2025","5865","0620"
"2025","5972","0301"
"2025","2888","0700"
"2025","3819","1050"
"2025","5111","0512"
"2025","6861","0100"
"2025","2050","1050"
"2025","6415","0421"
"2025","9999","1782"
"2025","3039","0304"
"2025","0060","0213"
"2025","3071","1050"
"2025","4421","1050"
"2025","2750","0305"
"2025","3430","0700"
"2025","9999","0406"
"2025","3895","0202"
"2025","4487","0513"
"2025","4766","1462"
"2025","6420","0100"
"2025","6717","0213"
"2025","1200","0100"
"2025","4186","0302"
"2025","6672","0507"
"2025","6914","0512"
"2025","3301","0302"
"2025","4334","1366"
"2025","3987","0100"
"2025","5670","0427"
"2025","5933","0301"
"2025","6678","1484"
"2025","4603","0700"
"2025","2469","0515"
"2025","3026","0305"
"2025","0086","0301"
"2025","3305","0302"
"2025","4123","0305"
"2025","6390","0309"
"2025","9999","1422"
"2025","3739","1348"
"2025","4458","0824"
"2025","3893","0508"
"2025","4428","0620"
"2025","5742","0309"
"2025","6126","1616"
"2025","0334","0700"
"2025","3816","0306"
"2025","4212","0213"
"2025","2297","0507"
"2025","5141","0700"
"2025","5694","0972"
"2025","5783","0901"
"2025","6015","0511"
"2025","2064","0100"
"2025","5075","0428"
"2025","5119","0301"
"2025","5880","1050"
"2025","3004","0100"
"2025","4426","0507"
"2025","0421","0521"
"2025","5282","0406"
"2025","5622","0620"
"2025","5762","0313"
"2025","0548","1050"
"2025","3471","0433"
"2025","0547","0205"
"2025","0547","0513"
"2025","0562","0700"
"2025","3728","1050"
"2025","6734","0100"
"2025","3697","0513"
"2025","4266","0302"
"2025","4690","1484"
"2025","6474","0515"
"2025","4531","0700"
"2025","5550","0305"
"2025","6868","0301"
"2025","6003","0962"
"2025","6681","1202"
"2025","0519","0301"
"2025","2161","0512"
"2025","5459","0507"
"2025","3920","0213"
"2025","5259","0100"
"2025","6105","1050"
"2025","6661","0207"
"2025","5899","0303"
"2025","6925","1050"
"2025","6993","1200"
"2025","3246","0302"
"2025","3303","0901"
"2025","3716","0205"
"2025","4728","0421"
"2025","4956","1204"
"2025","6332","0100"
"2025","4956","0893"
"2025","6228","0620"
"2025","3517","0531"
"2025","3852","1438"
"2025","3950","0301"
"2025","5505","0406"
"2025","5670","0100"
"2025","5812","0100"
"2025","5861","0100"
"2025","6458","0100"
"2025","4417","0309"
"2025","6530","0408"
"2025","8583","1202"
"2025","2273","1050"
"2025","3716","0513"
"2025","5674","0302"
"2025","5905","0502"
"2025","3834","0301"
"2025","6033","0404"
"2025","0663","0534"
"2025","2133","0301"
"2025","3632","0205"
"2025","2565","1050"
"2025","2908","1201"
"2025","3917","0700"
"2025","4245","0208"
"2025","2351","0309"
"2025","5285","0700"
"2025","3615","0305"
"2025","4162","0534"
"2025","4459","0825"
"2025","3170","0402"
"2025","4015","0700"
"2025","4165","0405"
"2025","4758","0900"
"2025","6375","0100"
"2025","5468","0100"
"2025","5602","0301"
"2025","6651","0100"
"2025","5175","1495"
"2025","4322","0700"
"2025","4648","0208"
"2025","5825","0521"
"2025","6778","0213"
"2025","0061","0311"
"2025","4183","0301"
"2025","4617","0516"
"2025","4094","0510"
"2025","4475","0213"
"2025","5148","0305"
"2025","6906","1050"
"2025","3690","0521"
"2025","3734","1050"
"2025","4404","1050"
"2025","4249","0100"
"2025","4531","0201"
"2025","5742","0700"
"2025","6674","0406"
"2025","3623","1379"
"2025","3664","0507"
"2025","4651","0213"
"2025","5109","1206"
"2025","6901","0512"
"2025","0146","0100"
"2025","2084","0620"
"2025","4093","0100"
"2025","5339","0100"
"2025","6172","1670"
"2025","3046","0506"
"2025","6552","0700"
"2025","3381","0301"
"2025","5387","0950"
"2025","2477","0700"
"2025","6042","0213"
"2025","0755","0207"
"2025","3257","0700"
"2025","4126","0700"
"2025","5057","1050"
"2025","2404","0512"
"2025","5888","1620"
"2025","6613","0512"
"2025","6695","1760"
"2025","6851","0512"
"2025","6873","1812"
"2025","0433","0204"
"2025","1352","0311"
"2025","2813","0100"
"2025","2927","0205"
"2025","6051","0301"
"2025","6324","0100"
"2025","5071","0100"
"2025","5110","0213"
"2025","6193","0509"
"2025","6460","0301"
"2025","6751","0306"
"2025","5874","0306"
"2025","2021","0215"
"2025","5960","0301"
"2025","4284","0213"
"2025","6548","0100"
"2025","6651","1736"
"2025","2144","1489"
"2025","2262","0516"
"2025","5282","0303"
"2025","3493","1202"
"2025","6691","1809"
"2025","3560","0301"
"2025","4423","0531"
"2025","4871","0512"
"2025","4684","0100"
"2025","5123","1206"
"2025","6333","0406"
"2025","0142","0100"
"2025","3841","0306"
"2025","5824","0402"
"2025","3446","0301"
"2025","3916","0313"
"2025","4028","1434"
"2025","2996","0100"
"2025","6903","0301"
"2025","3722","1050"
"2025","5203","0100"
"2025","9999","1827"
"2025","2776","0216"
"2025","4773","0900"
"2025","5547","0700"
"2025","5583","0512"
"2025","6426","1704"
"2025","6618","0206"
"2025","4852","0508"
"2025","5164","0529"
"2025","6403","1206"
"2025","6777","1202"
"2025","2692","1202"
"2025","3787","0700"
"2025","6152","0100"
"2025","0812","1050"
"2025","3490","0309"
"2025","3706","0700"
"2025","5493","0406"
"2025","6404","0700"
"2025","4748","0900"
"2025","2840","0309"
"2025","3225","0301"
"2025","3593","1050"
"2025","4089","1200"
"2025","6688","0953"
"2025","2192","1050"
"2025","5205","0928"
"2025","5807","0309"
"2025","5906","0700"
"2025","5030","1050"
"2025","5396","1050"
"2025","5636","1609"
"2025","0569","0302"
"2025","3123","0620"
"2025","4812","0512"
"2025","2839","0100"
"2025","3006","0100"
"2025","5323","0408"
"2025","5748","1050"
"2025","5837","0420"
"2025","6300","0411"
"2025","6669","0406"
"2025","0025","0402"
"2025","1333","0404"
"2025","3022","1050"
"2025","3459","0700"
"2025","3652","1329"
"2025","4364","1360"
"2025","5615","0620"
"2025","6060","1050"
"2025","0784","0309"
"2025","1355","0620"
"2025","9999","1458"
"2025","5260","1326"
"2025","5661","1050"
"2025","6020","0100"
"2025","0125","0201"
"2025","4280","1050"
"2025","4917","1360"
"2025","4759","0100"
"2025","5061","0700"
"2025","0932","0100"
"2025","5073","0100"
"2025","3284","0205"
"2025","4147","0512"
"2025","4487","0205"
"2025","5537","0408"
"2025","0136","1050"
"2025","2337","0305"
"2025","4106","0700"
"2025","2722","0700"
"2025","3823","0502"
"2025","5794","0205"
"2025","6204","0427"
"2025","3301","0405"
"2025","4007","0301"
"2025","4419","1202"
"2025","5220","0406"
"2025","3061","0700"
"2025","3678","1050"
"2025","4090","0700"
"2025","5022","0520"
"2025","5486","1050"
"2025","5651","1484"
"2025","5769","1050"
"2025","6885","0512"
"2025","2421","0204"
"2025","5836","1513"
"2025","2001","0306"
"2025","2739","1050"
"2025","2802","0301"
"2025","4419","0201"
"2025","4701","0301"
"2025","5785","0510"
"2025","0166","0302"
"2025","2957","0424"
"2025","4373","0313"
"2025","4737","1200"
"2025","5220","0213"
"2025","5539","0700"
"2025","6276","0512"
"2025","6649","0901"
"2025","0058","0303"
"2025","2789","1050"
"2025","0462","0100"
"2025","4628","1202"
"2025","5964","0301"
"2025","3579","1050"
"2025","6872","1202"
"2025","2887","0309"
"2025","4700","0620"
"2025","6055","0900"
"2025","0719","0700"
"2025","3288","0301"
"2025","3304","0301"
"2025","4114","0302"
"2025","4395","0301"
"2025","5844","0309"
"2025","5869","0303"
"2025","6609","1206"
"2025","6614","0420"
"2025","1284","0507"
"2025","2336","0100"
"2025","3529","0512"
"2025","5807","1419"
"2025","6723","0301"
"2025","0084","0700"
"2025","2551","0700"
"2025","3547","0301"
"2025","4035","0311"
"2025","6892","0402"
"2025","6947","1624"
"2025","0568","0901"
"2025","2597","0516"
"2025","4230","0301"
"2025","5904","0301"
"2025","5966","0100"
"2025","6843","0100"
"2025","0172","0306"
"2025","6929","1050"
"2025","3074","0100"
"2025","6045","0417"
"2025","6273","0100"
"2025","6642","0100"
"2025","2144","1300"
"2025","3686","0700"
"2025","4554","0900"
"2025","4785","0302"
"2025","6998","0213"
"2025","0589","0302"
